family,target_super_class,target_n_roots,target_sampled_fraction,target_mean_selected_frames,target_mean_spike_frames,target_corr_target_bearing_voltage,target_corr_target_bearing_asymmetry,target_corr_forward_speed_voltage,target_corr_turn_drive_asymmetry,target_mean_spike_per_frame,target_mean_voltage_mv,no_target_super_class,no_target_n_roots,no_target_sampled_fraction,no_target_mean_selected_frames,no_target_mean_spike_frames,no_target_corr_target_bearing_voltage,no_target_corr_target_bearing_asymmetry,no_target_corr_forward_speed_voltage,no_target_corr_turn_drive_asymmetry,no_target_mean_spike_per_frame,no_target_mean_voltage_mv,target_minus_no_target_mean_spike_frames,target_minus_no_target_mean_selected_frames
AVLP215,central,2,0.0,0.5,0.5,0.1482559920422593,-0.251522719285833,-0.10208105000895833,-0.2457722785044815,0.0025,-50.835391998291016,central,2,0.0,0.0,0.0,,,0.028056228514933404,0.10192718137148898,0.0,-50.96257781982422,0.5,0.5
AVLP282,central,4,0.0,0.75,0.5,0.47561638590678845,0.29122381586910284,-0.04093111991592711,0.1908286427288009,0.0025,-84.1644515991211,central,4,0.0,0.75,0.0,,,0.0773327371467466,0.05770943098225967,0.0,-89.28019714355469,0.5,0.0
AVLP399,central,2,0.0,0.5,0.5,0.3005099092948108,0.07841539577533688,-0.061687553767507564,0.2877824856883643,0.0025,-52.17429733276367,central,2,0.0,0.0,0.0,,,-0.020963610354979463,0.3805417300467953,0.0,-53.102577209472656,0.5,0.5
CB0013,central,2,0.0,0.5,0.5,-0.19408157692182001,0.034785806271739786,-0.04023316873325543,0.028492209451320787,0.0025,-49.5510139465332,central,2,0.0,0.0,0.0,,,-0.05322832632811796,0.004266523637616885,0.0,-49.46125030517578,0.5,0.5
CB0050,central,2,0.0,0.5,0.5,0.1976348813732988,0.48263939676172535,-0.019102851669794665,0.3513096135794208,0.0025,-54.9611701965332,central,2,0.0,0.0,0.0,,,0.04363147311115996,0.4494534382888324,0.0,-58.84164047241211,0.5,0.5
CB0064,central,2,0.0,0.5,0.5,0.21353004269637738,0.5185313742443649,-0.013439033702510754,0.35783684358524764,0.0025,-55.500701904296875,central,2,0.0,0.0,0.0,,,0.052906799998736466,0.438960811298048,0.0,-59.693748474121094,0.5,0.5
CB0065,central,2,0.0,0.5,0.5,-0.31798096704424145,0.18730022827292614,0.11388752681621876,0.08348356896353783,0.0025,-49.3767204284668,central,2,0.0,0.0,0.0,,,0.015420761137666395,-0.04912748115109046,0.0,-49.351173400878906,0.5,0.5
CB0069,central,2,0.0,0.5,0.5,-0.08236329715839874,-0.015490928189943895,0.023654639122513543,0.05566747449071278,0.0025,-48.57062530517578,central,2,0.0,0.0,0.0,,,-0.05881480862826074,0.05406243669869551,0.0,-48.81132888793945,0.5,0.5
CB0073,central,2,0.0,0.5,0.5,-0.32736774851578404,-0.6220196782060632,0.09283159751887465,-0.48323289014796567,0.0025,-49.72249984741211,central,2,0.0,0.0,0.0,,,0.015285284074085883,-0.037504030309754854,0.0,-49.002498626708984,0.5,0.5
CB0130,central,2,0.0,0.5,0.5,-0.2994674848175418,0.01556316892774771,0.17035490311342544,0.03911146808206445,0.0025,-49.10820388793945,central,2,0.0,0.0,0.0,,,0.0502461856814926,0.023954569645397723,0.0,-48.94921875,0.5,0.5
CB0143,central,2,0.0,0.5,0.5,0.06570045589510504,-0.5867819862105147,-0.0954268316291702,-0.575750371254552,0.0025,-62.43351745605469,central,2,0.0,0.5,0.0,,,-0.05440702808490518,0.29753791440531197,0.0,-53.32374954223633,0.5,0.0
CB0249,central,2,0.0,0.5,0.5,-0.06447898756370223,0.1078880736818159,-0.09860722671522948,0.0305522059811292,0.0025,-48.9255485534668,central,2,0.0,0.0,0.0,,,-0.05418576410714805,-0.04406760360265204,0.0,-49.038047790527344,0.5,0.5
CB0349,central,2,0.0,0.5,0.5,-0.17797527660143606,-0.09125551984261666,0.007360972637185172,-0.034750618704248164,0.0025,-49.573516845703125,central,2,0.0,0.0,0.0,,,0.07432822181733544,-0.017189005192282853,0.0,-49.49773406982422,0.5,0.5
CB0352,central,2,0.0,0.5,0.5,-0.35821997847819803,-0.026721478446411043,0.15707068029689972,-0.17496357765907686,0.0025,-49.258907318115234,central,2,0.0,0.0,0.0,,,-0.012959566909741519,-0.05673780538765365,0.0,-49.42445373535156,0.5,0.5
CB0478,central,2,0.0,0.5,0.5,-0.0879947203506723,-0.11083486194673439,0.023027345780801886,0.01591718091914969,0.0025,-53.30812454223633,central,2,0.0,0.0,0.0,,,0.02368939952499523,0.14318092780136707,0.0,-54.543827056884766,0.5,0.5
CB0508,central,2,0.0,0.5,0.5,-0.2504010498897049,0.20274889292597734,0.09237113936411777,-0.1609797842022267,0.0025,-51.70390701293945,central,2,0.0,0.0,0.0,,,0.07362007074645076,-0.2170501371812325,0.0,-51.56624984741211,0.5,0.5
CB0623,central,2,0.0,0.5,0.5,-0.6127778637358554,0.043001572809240565,0.2371235634216965,0.025342387321256262,0.0025,-55.98015594482422,central,2,0.0,0.0,0.0,,,0.007498751140387177,0.047209249987923495,0.0,-53.42179870605469,0.5,0.5
CB0629,central,2,0.0,0.5,0.5,0.17889250216686559,-0.42391534668939734,-0.03256077215482149,-0.6354591615883854,0.0025,-65.87625122070312,central,2,0.0,0.0,0.0,,,0.12665691557921294,0.04393733890897396,0.0,-60.49953079223633,0.5,0.5
CB0641,central,2,0.0,0.5,0.5,-0.16880063688113658,0.0024817862441856428,0.0832788318029525,-0.027013209961635094,0.0025,-50.3728141784668,central,2,0.0,0.0,0.0,,,-0.05851096102525368,-0.08607544361785126,0.0,-50.641876220703125,0.5,0.5
CB0654,central,2,0.0,0.5,0.5,-0.20364211114107392,-0.23306051074598116,-0.08490789847688683,-0.05817248059480827,0.0025,-48.12578201293945,central,2,0.0,0.0,0.0,,,-0.04247650289469499,-0.010234640157536683,0.0,-48.503517150878906,0.5,0.5
CB0781,central,2,0.0,0.5,0.5,-0.4071109621234464,0.07160841745618565,0.18120182757401176,0.07836927634910906,0.0025,-49.56999969482422,central,2,0.0,0.0,0.0,,,0.05071884791092161,-0.17086383551163353,0.0,-49.348358154296875,0.5,0.5
CB0862,central,2,0.0,0.5,0.5,-0.048078848751459444,-0.009078292217411523,0.02538676572350669,-0.03762459160909033,0.0025,-50.16554641723633,central,2,0.0,0.0,0.0,,,-0.003889821752851111,0.03458180032237887,0.0,-50.01109313964844,0.5,0.5
CB0889,central,2,0.0,0.5,0.5,-0.24427724533244363,-0.03096524826758211,0.10194805294136144,0.023684714496247063,0.0025,-49.14336013793945,central,2,0.0,0.0,0.0,,,-0.06494943776265111,0.010292238697135097,0.0,-49.298282623291016,0.5,0.5
CB0901,motor,2,0.0,0.5,0.5,-0.3238883610772877,0.10109115493549072,0.14680402608132276,0.0989494958470879,0.0025,-50.346797943115234,motor,2,0.0,0.0,0.0,,,0.20281724415760402,0.020943501750529198,0.0,-52.12531280517578,0.5,0.5
CB0916,motor,2,0.0,0.5,0.5,-0.3642601043518357,0.5421815346021709,0.03372211656794359,0.3499856385355824,0.0025,-50.15250015258789,motor,2,0.0,0.0,0.0,,,0.144484402557924,-0.1944418663477472,0.0,-51.123046875,0.5,0.5
CB1167,central,4,0.0,0.5,0.5,-0.5020323606961253,0.16883004855550884,0.05806221112293204,-0.09471514094471437,0.0025,-47.99031066894531,central,4,0.0,0.0,0.0,,,-0.015744794501788763,-0.16386628195623518,0.0,-47.962303161621094,0.5,0.5
CB1218,central,2,0.0,0.5,0.5,-0.2208846828384643,-0.10291036467735444,-0.05294268857039363,-0.053060597424857324,0.0025,-48.9201545715332,central,2,0.0,0.0,0.0,,,0.0017513728366657893,0.03712514151740934,0.0,-48.87531280517578,0.5,0.5
CB1354,central,2,0.0,0.5,0.5,-0.23620615163453804,0.3813726070525533,0.09137623616684219,0.20065715719714527,0.0025,-48.6052360534668,central,2,0.0,0.0,0.0,,,0.003125628426891482,-0.011469403359989099,0.0,-48.50046920776367,0.5,0.5
CB1531,central,2,0.0,0.5,0.5,0.02988991632066991,0.29508405176445013,-0.03256436243122866,-0.08190276412965179,0.0025,-51.69499969482422,central,2,0.0,0.0,0.0,,,0.06892056800221852,-0.26588039575387273,0.0,-51.660545349121094,0.5,0.5
CB1934,central,2,0.0,0.5,0.5,0.19163390413464365,-0.27708211530967847,0.019413189134194014,-0.0018919663602874864,0.0025,-51.41749954223633,central,2,0.0,0.0,0.0,,,0.08232653860779318,0.04142932151169187,0.0,-50.34453201293945,0.5,0.5
CB1962,central,2,0.0,0.5,0.5,-0.27564885287147584,0.004102799632885602,0.16126869861187534,0.0983183252874618,0.0025,-49.366092681884766,central,2,0.0,0.0,0.0,,,0.11068553496693921,0.1130139309030191,0.0,-49.163204193115234,0.5,0.5
CB2038,central,2,0.0,0.5,0.5,-0.2672526953249633,0.04353221169487194,0.14521758365894924,0.028828821483322258,0.0025,-49.59968566894531,central,2,0.0,0.0,0.0,,,-0.00768361656426171,-0.027794011219043784,0.0,-49.61211013793945,0.5,0.5
CB2249,central,4,0.0,0.5,0.5,0.5218370373353827,0.5025953873231468,-0.18608631446182386,-0.0488560662188925,0.0025,-55.51093673706055,central,4,0.0,0.0,0.0,,,0.0357821104884566,-0.33511126297309285,0.0,-55.45832061767578,0.5,0.5
CB2296,central,4,0.0,0.5,0.5,-0.24192700260302671,0.2521966427436236,0.03423577171166308,-0.009087794659603875,0.0025,-50.24332046508789,central,4,0.0,0.0,0.0,,,0.044424850070845665,-0.1233702758624399,0.0,-50.210819244384766,0.5,0.5
CB2378,central,2,0.0,0.5,0.5,-0.39468064549564513,0.13216161390759143,0.15621853589725299,0.009442633371704293,0.0025,-47.92429733276367,central,2,0.0,0.0,0.0,,,0.07987479966517136,-0.06400010172152835,0.0,-47.90031433105469,0.5,0.5
CB2680,central,2,0.0,0.5,0.5,-0.29064570160278114,-0.29996521895418954,0.053782423265079496,0.02862168646237625,0.0025,-50.75187683105469,central,2,0.0,0.0,0.0,,,-0.0724108297765285,0.1710190680570441,0.0,-50.5998420715332,0.5,0.5
CB2706,central,2,0.0,0.5,0.5,-0.3709043893304245,0.0475441300373292,0.055418984229893206,-0.00602371437538567,0.0025,-48.97281265258789,central,2,0.0,0.0,0.0,,,0.04200970643174566,-0.06392293262674226,0.0,-49.0290641784668,0.5,0.5
CB2743,central,2,0.0,0.5,0.5,-0.4130108080538495,-0.04792810685769954,-0.003153122837362887,0.035431378734331415,0.0025,-48.28773498535156,central,2,0.0,0.0,0.0,,,-0.06554716841063334,0.05620702528407542,0.0,-48.26288986206055,0.5,0.5
CB3089,central,2,0.0,0.5,0.5,0.18038586125213565,0.5293719558844818,-0.02099020644502919,0.43330122476160793,0.0025,-50.866092681884766,central,2,0.0,0.0,0.0,,,0.07084548766901869,0.33538702650510455,0.0,-52.07390594482422,0.5,0.5
CB3369,central,4,0.0,0.5,0.5,-0.21282992614039098,-0.3253070161117125,0.0163532045556592,0.027985331474555307,0.0025,-50.2795295715332,central,4,0.0,0.0,0.0,,,0.0812182189102834,0.07090484227678692,0.0,-50.089412689208984,0.5,0.5
CB3463,central,2,0.0,0.5,0.5,-0.3587337096194259,-0.03349902454853325,0.13122555699238453,-0.14358978662869454,0.0025,-48.0739860534668,central,2,0.0,0.0,0.0,,,0.04335634123312109,0.01357097628502237,0.0,-48.11539077758789,0.5,0.5
CB3488,central,2,0.0,1.0,0.5,0.05333792637920679,0.29331654258554024,0.031027817977176596,0.39286209633938063,0.0025,-54.060935974121094,central,2,0.0,0.5,0.0,,,0.09086109708328777,0.5415949557580128,0.0,-56.705936431884766,0.5,0.5
CB3590,central,4,0.0,0.5,0.5,-0.45355860653414665,0.2955560405465749,0.09900177060578577,-0.015910119832161833,0.0025,-47.876914978027344,central,4,0.0,0.0,0.0,,,-0.004436929762589369,-0.2148332865296649,0.0,-47.830936431884766,0.5,0.5
CB3625,central,2,0.0,0.5,0.5,0.054040957339603346,0.2941982450319184,-0.03935189422313101,0.21516223197260215,0.0025,-51.5627326965332,central,2,0.0,0.0,0.0,,,0.08833637895529536,0.35985188340527396,0.0,-56.20523452758789,0.5,0.5
CB3774,central,2,0.0,0.5,0.5,0.014351309495599969,0.2133749779315509,0.11404756662359179,-0.05252932864374683,0.0025,-51.49429702758789,central,2,0.0,0.0,0.0,,,0.035274449895044635,-0.16237387872052822,0.0,-51.517032623291016,0.5,0.5
CB3788,central,2,0.0,0.5,0.5,-0.4415940212042028,-0.10710869032695124,0.12327022166840096,0.0013659461819215404,0.0025,-47.969451904296875,central,2,0.0,0.0,0.0,,,-0.060515174694301725,0.08932398332780798,0.0,-48.04445266723633,0.5,0.5
CL001,central,2,0.0,0.5,0.5,0.2963234880849392,-0.1646535077500064,-0.13538061296499707,-0.04804087687411488,0.0025,-53.7287483215332,central,2,0.0,0.0,0.0,,,-0.04232333316829973,0.10756174951512848,0.0,-55.72273254394531,0.5,0.5
CL096,central,2,0.0,0.5,0.5,0.4778819373050874,0.5392499682722139,-0.18896225411632966,0.17799662005474703,0.0025,-53.06632995605469,central,2,0.0,0.0,0.0,,,-0.01226063649602978,-0.04091194488102939,0.0,-53.080078125,0.5,0.5
CL133,central,2,0.0,0.5,0.5,-0.08984722204088462,0.09270708335333823,0.028073340663280485,0.047625945292451996,0.0025,-49.788124084472656,central,2,0.0,0.0,0.0,,,0.03637192136744637,0.08515669422150321,0.0,-49.924217224121094,0.5,0.5
CL140,central,2,0.0,0.5,0.5,-0.010464088962079546,-0.05037219604685033,-0.04182661679177293,0.04429819096682423,0.0025,-49.623905181884766,central,2,0.0,0.0,0.0,,,-0.09532874784562989,0.05158474819168313,0.0,-49.671875,0.5,0.5
CL289,central,2,0.0,0.5,0.5,-0.36981107899882976,0.4238909194325581,0.02233811751396494,0.24199995409704886,0.0025,-49.64289093017578,central,2,0.0,0.0,0.0,,,-0.03820242684972771,0.04606274783501709,0.0,-49.66203308105469,0.5,0.5
CL316,central,2,0.0,0.5,0.5,-0.04003581039453162,0.22881300935313756,0.11500077948981792,0.11534436959809526,0.0025,-51.68156433105469,central,2,0.0,0.0,0.0,,,-0.015522930505830567,-0.11792680084459745,0.0,-51.061954498291016,0.5,0.5
CRE022,central,2,0.0,0.5,0.5,0.5806839510925454,-0.582533531639098,-0.15493799059228583,0.029253617684273814,0.0025,-66.67758178710938,central,2,0.0,0.0,0.0,,,0.03041327313774457,0.44423862128337194,0.0,-66.689453125,0.5,0.5
DN1-l,central,2,0.0,0.5,0.5,-0.3759622051300781,-0.11332674132964295,0.04915315578020253,-0.08601986270664118,0.0025,-49.168907165527344,central,2,0.0,0.0,0.0,,,-0.04988747911070292,0.07089482755717079,0.0,-49.347110748291016,0.5,0.5
DNg16,descending,2,0.0,0.5,0.5,0.43327836698547,0.135790664666924,-0.1571681283969015,0.12697550070252572,0.0025,-68.32148742675781,descending,2,0.0,0.0,0.0,,,-0.03887618807692995,-0.20233825702433902,0.0,-71.92570495605469,0.5,0.5
DNg52_b,descending,2,0.0,0.5,0.5,-0.5730992039345884,0.014648281835434167,0.232871106778642,-0.1943392003699374,0.0025,-51.20890808105469,descending,2,0.0,0.0,0.0,,,-0.1483773011717156,0.18782364131943255,0.0,-50.247188568115234,0.5,0.5
DNg82,descending,2,0.0,0.5,0.5,-0.746048097603759,0.319031789413889,0.25537903270798346,0.3814797540520397,0.0025,-51.157344818115234,descending,2,0.0,0.0,0.0,,,-0.07630407460852219,-0.29390026251335144,0.0,-50.04117202758789,0.5,0.5
DNg96,descending,2,0.0,0.5,0.5,0.30031057717327414,0.045987703087060613,-0.02464315934232089,-0.20853510379456527,0.0025,-52.99226379394531,descending,2,0.0,0.0,0.0,,,-0.14188576324623067,-0.38683356923724366,0.0,-52.770938873291016,0.5,0.5
DNg98,descending,2,0.0,0.5,0.5,-0.044059735404541514,0.05027416146102653,0.022976412260591546,-0.08270827684082425,0.0025,-48.99726486206055,descending,2,0.0,0.0,0.0,,,0.0719082056524149,-0.14749876485366173,0.0,-48.8982048034668,0.5,0.5
DNge026,descending,2,0.0,1.0,0.5,0.04603365889584208,-0.24569558527159985,0.07473111625345615,-0.2438343836503382,0.0025,-52.28109359741211,descending,2,0.0,0.5,0.0,,,-0.06866173682059204,-0.3713643448384928,0.0,-51.192108154296875,0.5,0.5
DNge038,descending,2,0.0,0.5,0.5,-0.2209619849413538,0.025767386396603288,0.03741939380251875,-0.028235617122798068,0.0025,-48.661014556884766,descending,2,0.0,0.0,0.0,,,0.04274486196080332,-0.25495732440748264,0.0,-48.71484375,0.5,0.5
DNge041,descending,2,0.0,0.5,0.5,-0.4026654615303621,-0.16553311189038217,0.21199761687517193,-0.468715921427663,0.0025,-55.541873931884766,descending,2,0.0,0.0,0.0,,,-0.08290041471621136,-0.5503122789100819,0.0,-56.28242111206055,0.5,0.5
DNge042,descending,2,0.0,0.5,0.5,0.5598258468636342,0.32067584863943804,-0.1789562100469787,-0.08009548491928702,0.0025,-68.40796661376953,descending,2,0.0,0.0,0.0,,,-0.013280705915113157,-0.20774545629542346,0.0,-69.60148620605469,0.5,0.5
DNge075,descending,2,0.0,0.5,0.5,-0.20962174785511983,-0.15249791818405842,0.12150054017696957,0.0123323995526384,0.0025,-50.695858001708984,descending,2,0.0,0.0,0.0,,,-0.06108350658367505,0.14862493695121876,0.0,-50.678672790527344,0.5,0.5
DNge097,descending,2,0.0,0.5,0.5,-0.3328034713858596,0.15838912236991678,0.06923382585110928,-0.06295640854514947,0.0025,-55.34828186035156,descending,2,0.0,0.0,0.0,,,-0.08156792580708498,-0.2766235681219968,0.0,-57.92531204223633,0.5,0.5
DNge101,descending,2,0.0,1.0,0.5,-0.18551990434985557,-0.059635153334988006,0.020400172027099872,0.005544447519059383,0.0025,-49.83039093017578,descending,2,0.0,0.5,0.0,,,-0.005615039647580053,0.04845046032803661,0.0,-49.66195297241211,0.5,0.5
DNge124,descending,2,0.0,0.5,0.5,-0.006917718321977808,0.09855144834003124,0.022653329807682646,-0.27390607978921816,0.0025,-55.3849983215332,descending,2,0.0,0.0,0.0,,,0.12004886936054782,-0.26052299340525736,0.0,-56.01625061035156,0.5,0.5
DNp07,descending,2,0.0,0.5,0.5,-0.18766585166558633,0.004633433314423893,-0.006664509208023478,0.014057619364004795,0.0025,-50.03093719482422,descending,2,0.0,0.0,0.0,,,-0.0174718914388794,-0.09359736263422193,0.0,-49.74867248535156,0.5,0.5
DNp10,descending,2,0.0,0.5,0.5,0.39598797868573754,0.16987880289456672,-0.049533224875351105,-0.13717738258822057,0.0025,-58.870235443115234,descending,2,0.0,0.0,0.0,,,0.002055144226832568,-0.2093917290812618,0.0,-60.069374084472656,0.5,0.5
DNp20,descending,2,0.0,0.5,0.5,0.008682971765128413,0.042413167884878054,-0.03158295150619708,0.09867520620472535,0.0025,-49.292110443115234,descending,2,0.0,0.0,0.0,,,-0.12920293056422325,-0.03545665172872293,0.0,-48.4572639465332,0.5,0.5
DNp70,descending,2,0.0,0.5,0.5,0.153781003317395,0.027236694290402513,-0.1359716637991088,0.12230176260327266,0.0025,-50.58476638793945,descending,2,0.0,0.0,0.0,,,-0.03021498607261164,0.0965510433930214,0.0,-51.85039138793945,0.5,0.5
DNpe013,descending,2,0.0,0.5,0.5,-0.32557465692324855,0.06411527050625378,0.12399612967462229,0.18849871737464755,0.0025,-50.5837516784668,descending,2,0.0,0.0,0.0,,,0.003660148822076129,0.012425239554718434,0.0,-51.231170654296875,0.5,0.5
DNpe021,descending,2,0.0,0.5,0.5,0.22335679529876173,0.10653949837547817,-0.03525650544056888,-0.009543156638375733,0.0025,-54.85609436035156,descending,2,0.0,0.0,0.0,,,0.16731599377893464,-0.21823680620836547,0.0,-54.01023483276367,0.5,0.5
DNpe027,descending,2,0.0,0.5,0.5,0.01734382857374907,0.08958978619188139,0.020817795854047905,-0.0435188823527041,0.0025,-49.89796829223633,descending,2,0.0,0.0,0.0,,,-0.00041795284393435824,-0.18902257223299754,0.0,-49.80265808105469,0.5,0.5
IB114,central,2,0.0,0.5,0.5,0.18275526118232335,0.31873941276937245,0.01681551527404327,0.16947080046071056,0.0025,-51.770545959472656,central,2,0.0,0.0,0.0,,,0.01835260300504036,0.04778679044316979,0.0,-51.381954193115234,0.5,0.5
KCg-s2,central,2,0.0,0.5,0.5,-0.4483572356183214,-0.17455843661461615,0.11248820233206565,-0.09212377395961112,0.0025,-48.71664047241211,central,2,0.0,0.0,0.0,,,-0.06922328543795282,-0.01582015692857206,0.0,-48.61703109741211,0.5,0.5
LAL051,central,2,0.0,0.5,0.5,0.13302270053263984,-0.029291178128738198,-0.14826635083066184,-0.006286284652965306,0.0025,-64.75445556640625,central,2,0.0,0.0,0.0,,,0.060757274011509835,0.1239710235175742,0.0,-67.31781005859375,0.5,0.5
LAL156b,central,2,0.0,0.5,0.5,-0.14084377689163372,0.4883929377254052,0.11985676402923735,0.4858740483332472,0.0025,-53.52265548706055,central,2,0.0,0.0,0.0,,,0.12678349091695867,0.2989310035991286,0.0,-57.5021858215332,0.5,0.5
LAL170,central,2,0.0,0.5,0.5,0.5804348717832091,-0.5814370175349751,-0.18036624886043184,-0.010052889542246866,0.0025,-67.14656066894531,central,2,0.0,0.0,0.0,,,0.0581613502039592,0.4053876360476887,0.0,-66.27078247070312,0.5,0.5
LHAV2b11,central,2,0.0,0.5,0.5,-0.22975823500660478,-0.05329395243540861,0.06311146631523698,-0.028590317222910167,0.0025,-49.59601593017578,central,2,0.0,0.0,0.0,,,0.03355143793452136,-0.006679825653764002,0.0,-49.544532775878906,0.5,0.5
LHAV3j1,central,2,0.0,0.5,0.5,-0.18105956856114092,-0.06928337621376794,0.044830533699010626,0.07680403915029019,0.0025,-50.159767150878906,central,2,0.0,0.0,0.0,,,0.04991420956352696,0.07877227821843777,0.0,-50.0290641784668,0.5,0.5
LHAV7a1a,central,4,0.0,0.5,0.5,-0.44429641957017457,-0.1253229657116249,0.03233075866936995,-0.03261576064942013,0.0025,-48.24886703491211,central,4,0.0,0.0,0.0,,,0.024189447221570272,0.1095475718650909,0.0,-48.283592224121094,0.5,0.5
LHAV7a4a,central,6,0.0,0.6666666666666666,0.5,-0.47266066345103536,-0.0043245130707339225,0.1262085622399589,-0.07301419911878736,0.0025,-48.070701599121094,central,6,0.0,0.16666666666666666,0.0,,,-0.021402726606128027,-0.07195547604778914,0.0,-48.03242111206055,0.5,0.5
LHPV2i1a,central,2,0.0,0.5,0.5,-0.32961210927295054,-0.06463305144424633,0.08083289646592796,-0.0504560608405394,0.0025,-50.125389099121094,central,2,0.0,0.0,0.0,,,-0.037938910988541664,0.004317728495629411,0.0,-50.082969665527344,0.5,0.5
LHPV2i2a,central,2,0.0,0.5,0.5,-0.18321358823038333,0.0655861952784601,0.09717782078733715,0.06187686241091483,0.0025,-49.725704193115234,central,2,0.0,0.0,0.0,,,0.06609528886522373,-0.009825946116826467,0.0,-49.86320495605469,0.5,0.5
LHPV3a1,central,4,0.0,0.75,0.5,0.297291617364342,0.44350376189702057,-0.056882885798959684,-0.08336001487706098,0.0025,-54.10789108276367,central,4,0.0,0.25,0.0,,,0.14541510045556136,-0.23351134500474902,0.0,-54.49628829956055,0.5,0.5
LPT04_HST,visual_projection,2,0.0,0.5,0.5,0.6041340200974954,0.6339115249385262,-0.2578784598270245,0.49148646321204364,0.0025,-59.29039001464844,visual_projection,2,0.0,0.0,0.0,,,0.1637934741209842,0.05000263927731051,0.0,-56.470314025878906,0.5,0.5
LPT22,visual_projection,2,0.0,0.5,0.5,0.0493222129952252,0.044632830719939606,0.15622255566801055,0.39331995424981964,0.0025,-68.20984649658203,visual_projection,2,0.0,0.0,0.0,,,-0.029252204031245017,0.486102194247524,0.0,-77.56961059570312,0.5,0.5
LPT29,visual_projection,2,0.0,0.5,0.5,-0.19746199644801554,0.4563281713976645,0.13962560389072423,0.0415671755673085,0.0025,-61.315311431884766,visual_projection,2,0.0,0.0,0.0,,,0.06726859158824133,-0.6009242383209568,0.0,-71.25093841552734,0.5,0.5
LPT30,visual_projection,2,1.0,0.5,0.5,0.7308767384823424,0.28943475110105293,-0.2314854214763008,0.3341304197523212,0.0025,-64.52484130859375,visual_projection,2,1.0,0.0,0.0,,,0.11489827568401664,0.5348236210496949,0.0,-75.24468994140625,0.5,0.5
LPT45_dCal1,optic,2,0.0,0.5,0.5,0.6700604690984052,0.5464944684734258,-0.23745742009477816,-0.04757616932782965,0.0025,-85.6254653930664,optic,2,0.0,0.5,0.0,,,0.09395100775441766,-0.16429292728253586,0.0,-97.2289047241211,0.5,0.0
LPT53,visual_centrifugal,2,0.0,0.5,0.5,-0.08483933202879612,0.4744509842781403,-0.004400065904297835,0.4389037036399354,0.0025,-52.834373474121094,visual_centrifugal,2,0.0,0.0,0.0,,,0.09824003951526708,0.3649698583348772,0.0,-55.623748779296875,0.5,0.5
LPsP,central,2,0.0,0.5,0.5,0.11572815420501692,-0.45219482628746593,-0.015985709989229515,0.035572960115965224,0.0025,-51.67765808105469,central,2,0.0,0.0,0.0,,,-0.0221281403632077,0.3687005293039452,0.0,-51.23226547241211,0.5,0.5
LT61b,visual_projection,2,0.0,5.5,0.5,-0.10467342030146992,0.2129711375139404,-0.054950542713035136,0.2792884750059947,0.0025,-58.13007736206055,visual_projection,2,0.0,5.0,0.0,,,0.07931888869249477,0.5543298664792322,0.0,-67.67898559570312,0.5,0.5
M_l2PNm14,central,2,0.0,0.5,0.5,-0.07225671312721292,-0.10377927015650933,0.0015269085618200813,0.23823525731877182,0.0025,-53.140625,central,2,0.0,0.0,0.0,,,-0.1557692739268902,0.21072042364368346,0.0,-53.34046936035156,0.5,0.5
M_lvPNm31,central,2,0.0,0.5,0.5,-0.25030417880951467,-0.010479283036702923,0.04381432781806478,0.015681087849856747,0.0025,-48.99867248535156,central,2,0.0,0.0,0.0,,,-0.013698255845168482,0.031123469041719903,0.0,-48.923828125,0.5,0.5
Nod2,visual_projection,2,0.0,13.5,0.5,0.09375487654582328,0.33847495465982513,-0.015986251242675387,-0.15380556800411893,0.0025,-118.52679443359375,visual_projection,2,0.0,36.0,0.0,,,0.028778680717016034,-0.1537153981868642,0.0,-131.97305297851562,0.5,-22.5
PLP067a,central,2,0.0,0.5,0.5,-0.297833964532507,-0.02403038663679309,0.015449984371083568,0.05634578897819436,0.0025,-49.45179748535156,central,2,0.0,0.0,0.0,,,-0.04448722058998291,0.06419040333496794,0.0,-49.350547790527344,0.5,0.5
PLP132,central,2,0.0,0.5,0.5,0.040444933141923725,-0.32304317285187945,-0.0442291495277375,-0.07620789543612702,0.0025,-52.98648452758789,central,2,0.0,0.0,0.0,,,-0.12862350682914478,0.30072885962034895,0.0,-57.8046875,0.5,0.5
PLP213,central,2,0.0,0.5,0.5,-0.285305836960427,-0.04155234138292782,0.07709113568736901,0.033362678560063475,0.0025,-51.525936126708984,central,2,0.0,0.0,0.0,,,-0.04221636948880326,0.09183455660636138,0.0,-52.51945495605469,0.5,0.5
PLP251,central,2,0.0,0.5,0.5,-0.3369879280727985,0.1391687445745769,0.12453039409625341,0.024173321563416904,0.0025,-50.576873779296875,central,2,0.0,0.0,0.0,,,0.08642665066215227,-0.12971912313839373,0.0,-50.97859191894531,0.5,0.5
PPL104,central,2,0.0,0.5,0.5,-0.24143275724872118,0.12970355458242533,0.09302697219095937,0.019139510698997744,0.0025,-50.055545806884766,central,2,0.0,0.0,0.0,,,-0.014707786559652825,-0.08966863159563525,0.0,-50.12312316894531,0.5,0.5
PS002,central,6,0.0,0.5,0.5,-0.03216927070397011,-0.5207803369364827,-0.06761702743765921,-0.3780857701225169,0.0025,-50.3203125,central,6,0.0,0.0,0.0,,,-0.05952341405621138,0.08753979456584976,0.0,-50.5211181640625,0.5,0.5
