cell_type,sides
GNG490,L|R
GNG491,L|R
GNG492,L|R
GNG493,L|R
GNG494,L|R
GNG495,L|R
GNG496,L|R
GNG497,L|R
GNG498,L|R
GNG499,L|R
GNG500,L|R
GNG501,L|R
GNG502,L|R
GNG503,L|R
GNG504,L|R
GNG505,L|R
GNG506,L|R
GNG507,L|R
GNG508,L|R
GNG509,L|R
GNG510,L|R
GNG511,L|R
GNG512,L|R
GNG513,L|R
GNG514,L|R
GNG515,L|R
GNG516,L|R
GNG517,L|R
GNG518,L|R
GNG519,L|R
GNG520,L|R
GNG521,L|R
GNG523,L|R
GNG524,L|R
GNG525,L|R
GNG526,L|R
GNG527,L|R
GNG529,L|R
GNG530,L|R
GNG531,L|R
GNG532,L|R
GNG533,L|R
GNG534,L|R
GNG535,L|R
GNG536,L|R
GNG537,L|R
GNG538,L|R
GNG540,L|R
GNG541,L|R
GNG542,L|R
GNG543,L|R
GNG544,L|R
GNG546,L|R
GNG547,L|R
GNG548,L|R
GNG549,L|R
GNG550,L|R
GNG551,L|R
GNG552,L|R
GNG553,L|R
GNG554,L|R
GNG555,L|R
GNG556,L|R
GNG557,L|R
GNG558,L|R
GNG559,L|R
GNG560,L|R
GNG561,L|R
GNG562,L|R
GNG563,L|R
GNG564,L|R
GNG565,L|R
GNG566,L|R
GNG567,L|R
GNG568,L|R
GNG569,L|R
GNG572,L|R
GNG573,L|R
GNG574,L|R
GNG575,L|R
GNG576,L|R
GNG577,L|R
GNG578,L|R
GNG579,L|R
GNG580,L|R
GNG581,L|R
GNG582,L|R
GNG583,L|R
GNG584,L|R
GNG585,L|R
GNG586,L|R
GNG587,L|R
GNG588,L|R
GNG589,L|R
GNG590,L|R
GNG591,L|R
GNG592,L|R
GNG593,L|R
GNG594,L|R
GNG595,L|R
GNG596,L|R
GNG597,L|R
GNG598,L|R
GNG599,L|R
GNG600,L|R
GNG604,L|R
GNG605,L|R
GNG606,L|R
GNG607,L|R
GNG608,L|R
GNG609,L|R
GNG610,L|R
GNG611,L|R
GNG612,L|R
GNG613,L|R
GNG614,L|R
GNG615,L|R
GNG616,L|R
GNG617,L|R
GNG618,L|R
GNG619,L|R
GNG620,L|R
GNG621,L|R
GNG622,L|R
GNG623,L|R
GNG624,L|R
GNG625,L|R
GNG626,L|R
GNG627,L|R
GNG628,L|R
GNG629,L|R
GNG630,L|R
GNG631,L|R
GNG633,L|R
GNG634,L|R
GNG635,L|R
GNG636,L|R
GNG637,L|R
GNG638,L|R
GNG639,L|R
GNG640,L|R
GNG641,L|R
GNG642,L|R
GNG643,L|R
GNG644,L|R
GNG646,L|R
GNG647,L|R
GNG648,L|R
GNG649,L|R
GNG650,L|R
GNG651,L|R
GNG652,L|R
GNG653,L|R
GNG654,L|R
GNG655,L|R
GNG656,L|R
GNG657,L|R
GNG658,L|R
GNG659,L|R
GNG660,L|R
GNG661,L|R
GNG662,L|R
GNG663,L|R
GNG664,L|R
GNG665,L|R
GNG666,L|R
GNG667,L|R
GNG668,L|R
GNG669,L|R
GNG670,L|R
GNG700m,L|R
GNG701m,L|R
GNG702m,L|R
H1,L|R
H2,L|R
HBeyelet,L|R
HRN_VP1d,L|R
HRN_VP1l,L|R
HRN_VP4,L|R|unknown
HRN_VP5,L|R
HSE,L|R
HSN,L|R
HSS,L|R
HST,L|R
Hugin-RG,L|R
IB004_a,L|R
IB004_b,L|R
IB005,L|R
IB007,L|R
IB008,L|R
IB009,L|R
IB010,L|R
IB012,L|R
IB014,L|R
IB015,L|R
IB016,L|R
IB017,L|R
IB018,L|R
IB020,L|R
IB021,L|R
IB022,L|R
IB023,L|R
IB024,L|R
IB025,L|R
IB026,L|R
IB031,L|R
IB032,L|R
IB033,L|R
IB035,L|R
IB038,L|R
IB042,L|R
IB044,L|R
IB045,L|R
IB047,L|R
IB048,L|R
IB049,L|R
IB050,L|R
IB051,L|R
IB054,L|R
IB058,L|R
IB059_a,L|R
IB059_b,L|R
IB060,L|R
IB061,L|R
IB062,L|R
IB064,L|R
IB065,L|R
IB066,L|R
IB068,L|R
IB069,L|R
IB070,L|R
IB071,L|R
IB076,L|R
IB083,L|R
IB084,L|R
IB092,L|R
IB093,L|R
IB094,L|R
IB095,L|R
IB096,L|R
IB097,L|R
IB101,L|R
IB109,L|R
IB110,L|R
IB114,L|R
IB115,L|R
IB116,L|R
IB117,L|R
IB118,L|R
IB120,L|R
IB121,L|R
ICL002m,L|R
ICL003m,L|R
ICL004m_a,L|R
ICL004m_b,L|R
ICL005m,L|R
ICL006m,L|R
ICL008m,L|R
ICL010m,L|R
ICL011m,L|R
ICL012m,L|R
ICL013m_a,L|R
ICL013m_b,L|R
IN01A002,L|R
IN01A005,L|R
IN01A007,L|R
IN01A008,L|R
IN01A009,L|R
IN01A010,L|R
IN01A011,L|R
IN01A012,L|R
IN01A015,L|R
IN01A016,L|R
IN01A017,L|R
IN01A018,L|R
IN01A020,L|R
IN01A022,L|R
IN01A023,L|R
IN01A024,L|R
IN01A025,L|R
IN01A026,L|R
IN01A027,L|R
IN01A028,L|R
IN01A029,L|R
IN01A030,L|R
IN01A031,L|R
IN01A032,L|R
IN01A034,L|R
IN01A035,L|R
IN01A036,L|R
IN01A037,L|R
IN01A038,L|R
IN01A039,L|R
IN01A040,L|R
IN01A041,L|R
IN01A042,L|R
IN01A043,L|R
IN01A044,L|R
IN01A045,L|R
IN01A046,L|R
IN01A047,L|R
IN01A048,L|R
IN01A050,L|R
IN01A051,L|R
IN01A052_a,L|R
IN01A052_b,L|R
IN01A053,L|R
IN01A054,L|R
IN01A056,L|R
IN01A057,L|R
IN01A058,L|R
IN01A059,L|R
IN01A060,L|R
IN01A061,L|R
IN01A062_a,L|R
IN01A062_b,L|R
IN01A062_c,L|R
IN01A063_a,L|R
IN01A063_b,L|R
IN01A063_c,L|R
IN01A064,L|R
IN01A065,L|R
IN01A066,L|R
IN01A067,L|R
IN01A068,L|R
IN01A069,L|R
IN01A070,L|R
IN01A071,L|R
IN01A072,L|R
IN01A073,L|R
IN01A074,L|R
IN01A075,L|R
IN01A076,L|R
IN01A077,L|R
IN01A078,L|R
IN01A079,L|R
IN01A080_a,L|R
IN01A080_b,L|R
IN01A080_c,L|R
IN01A081,L|R
IN01A082,L|R
IN01A083_a,L|R
IN01A083_b,L|R
IN01A084,L|R
IN01A085,L|R
IN01A087_a,L|R
IN01A087_b,L|R
IN01A088,L|R
IN01B001,L|R
IN01B002,L|R
IN01B003,L|R
IN01B006,L|R
IN01B007,L|R
IN01B008,L|R
IN01B010,L|R
IN01B012,L|R
IN01B014,L|R
IN01B015,L|R
IN01B016,L|R
IN01B017,L|R
IN01B019_a,L|R
IN01B019_b,L|R
IN01B020,L|R
IN01B021,L|R
IN01B022,L|R
IN01B023_a,L|R
IN01B023_b,L|R
IN01B023_c,L|R
IN01B023_d,L|R
IN01B024,L|R
IN01B025,L|R
IN01B026,L|R
IN01B027_a,L|R
IN01B027_b,L|R
IN01B027_c,L|R
IN01B027_d,L|R
IN01B027_e,L|R
IN01B027_f,L|R
IN01B029,L|R
IN01B030,L|R
IN01B031_a,L|R
IN01B031_b,L|R
IN01B032,L|R
IN01B033,L|R
IN01B034,L|R
IN01B035,L|R
IN01B036,L|R
IN01B037_a,L|R
IN01B037_b,L|R
IN01B038,IN01B056,L|R
IN01B039,L|R
IN01B040,L|R
IN01B041,L|R
IN01B042,L|R
IN01B043,L|R
IN01B044_a,L|R
IN01B044_b,L|R
IN01B045,L|R
IN01B046_a,L|R
IN01B046_b,L|R
IN01B047,L|R
IN01B048_a,L|R
IN01B048_b,L|R
IN01B049,L|R
IN01B050_a,L|R
IN01B050_b,L|R
IN01B051_a,L|R
IN01B051_b,L|R
IN01B052,L|R
IN01B053,L|R
IN01B054,L|R
IN01B055,L|R
IN01B056,L|R
IN01B057,L|R
IN01B059_a,L|R
IN01B059_b,L|R
IN01B060,L|R
IN01B061,L|R
IN01B062,L|R
IN01B063,L|R
IN01B064,L|R
IN01B065,L|R
IN01B066,L|R
IN01B067,L|R
IN01B068,L|R
IN01B069_a,L|R
IN01B069_b,L|R
IN01B070,L|R
IN01B072,L|R
IN01B073,L|R
IN01B074,L|R
IN01B075,L|R
IN01B077_a,L|R
IN01B077_b,L|R
IN01B078,L|R
IN01B079,L|R
IN01B080,L|R
IN01B081,L|R
IN01B082,L|R
IN01B083_a,L|R
IN01B083_b,L|R
IN01B083_c,L|R
IN01B084,L|R
IN01B085,L|R
IN01B086,L|R
IN01B087,L|R
IN01B090,L|R
IN01B091,L|R
IN01B092,L|R
IN01B093,L|R
IN01B094,L|R
IN01B095,L|R
IN01B097,L|R
IN01B098,L|R
IN01B099,L|R
IN01B100,L|R
IN02A003,L|R
IN02A004,L|R
IN02A007,L|R
IN02A008,L|R
IN02A010,L|R
IN02A011,L|R
IN02A012,L|R
IN02A013,L|R
IN02A014,L|R
IN02A015,L|R
IN02A018,L|R
IN02A019,L|R
IN02A020,L|R
IN02A021,L|R
IN02A023,L|R
IN02A024,L|R
IN02A026,L|R
IN02A028,L|R
IN02A029,L|R
IN02A030,L|R
IN02A031,L|R
IN02A032,L|R
IN02A033,L|R
IN02A034,L|R
IN02A035,L|R
IN02A036,L|R
IN02A037,L|R
IN02A038,L|R
IN02A040,L|R
IN02A041,L|R
IN02A042,L|R
IN02A043,L|R
IN02A044,L|R
IN02A045,L|R
IN02A047,L|R
IN02A048,L|R
IN02A049,L|R
IN02A050,L|R
IN02A051,L|R
IN02A052,L|R
IN02A053,L|R
IN02A054,L|R
IN02A055,L|R
IN02A056_a,L|R
IN02A056_b,L|R
IN02A056_c,L|R
IN02A057,L|R
IN02A058,L|R
IN02A059,L|R
IN02A060,L|R
IN02A061,L|R
IN02A062,L|R
IN02A063,L|R
IN02A064,L|R
IN02A065,L|R
IN02A066,L|R
IN02A067,L|R
IN03A001,L|R
IN03A003,L|R
IN03A004,L|R
IN03A005,L|R
IN03A006,L|R
IN03A007,L|R
IN03A009,L|R
IN03A010,L|R
IN03A011,L|R
IN03A012,L|R
IN03A013,L|R
IN03A014,L|R
IN03A015,L|R
IN03A017,L|R
IN03A018,L|R
IN03A019,L|R
IN03A020,L|R
IN03A022,L|R
IN03A023,L|R
IN03A024,L|R
IN03A025,L|R
IN03A026_a,L|R
IN03A026_b,L|R
IN03A026_c,L|R
IN03A026_d,L|R
IN03A027,L|R
IN03A028,L|R
IN03A029,L|R
IN03A030,L|R
IN03A031,L|R
IN03A032,L|R
IN03A033,L|R
IN03A034,L|R
IN03A035,L|R
IN03A036,L|R
IN03A037,L|R
IN03A038,L|R
IN03A039,L|R
IN03A040,L|R
IN03A041,L|R
IN03A042,L|R
IN03A043,L|R
IN03A044,L|R
IN03A045,L|R
IN03A046,L|R
IN03A047,L|R
IN03A048,L|R
IN03A049,L|R
IN03A050,L|R
IN03A051,L|R
IN03A052,L|R
IN03A053,L|R
IN03A054,L|R
IN03A055,L|R
IN03A057,L|R
IN03A058,L|R
IN03A059,L|R
IN03A060,L|R
IN03A062_a,L|R
IN03A062_b,L|R
IN03A062_c,L|R
IN03A062_d,L|R
IN03A062_e,L|R
IN03A062_f,L|R
IN03A062_h,L|R
IN03A063,L|R
IN03A064,L|R
IN03A065,L|R
IN03A066,L|R
IN03A067,L|R
IN03A068,L|R
IN03A069,L|R
IN03A070,L|R
IN03A071,L|R
IN03A072,L|R
IN03A073,L|R
IN03A074,L|R
IN03A075,L|R
IN03A076,L|R
IN03A077,L|R
IN03A078,L|R
IN03A079,L|R
IN03A080,L|R
IN03A081,L|R
IN03A082,L|R
IN03A083,L|R
IN03A084,L|R
IN03A085,L|R
IN03A087,L|R
IN03A087, IN03A092,L|R
IN03A088,L|R
IN03A089,L|R
IN03A090,L|R
IN03A091,L|R
IN03A092,L|R
IN03A093,L|R
IN03A094,L|R
IN03A095,L|R
IN03A096,L|R
IN03A097,L|R
IN03B001,L|R
IN03B005,L|R
IN03B008,L|R
IN03B011,L|R
IN03B012,L|R
IN03B015,L|R
IN03B016,L|R
IN03B019,L|R
IN03B020,L|R
IN03B021,L|R
IN03B022,L|R
IN03B024,L|R
IN03B025,L|R
IN03B028,L|R
IN03B029,L|R
IN03B031,L|R
IN03B032,L|R
IN03B034,L|R
IN03B035,L|R
IN03B036,L|R
IN03B037,L|R
IN03B038,L|R
IN03B042,L|R
IN03B043,L|R
IN03B045,L|R
IN03B046,L|R
IN03B049,L|R
IN03B051,L|R
IN03B052,L|R
IN03B053,L|R
IN03B054,L|R
IN03B055,L|R
IN03B056,L|R
IN03B057,L|R
IN03B058,L|R
IN03B059,L|R
IN03B060,L|R
IN03B061,L|R
IN03B062,L|R
IN03B063,L|R
IN03B064,L|R
IN03B065,L|R
IN03B066,L|R
IN03B067,L|R
IN03B069,L|R
IN03B070,L|R
IN03B071,L|R
IN03B072,L|R
IN03B073,L|R
IN03B074,L|R
IN03B075,L|R
IN03B076,L|R
IN03B077,L|R
IN03B078,L|R
IN03B079,L|R
IN03B080,L|R
IN03B081,L|R
IN03B082, IN03B093,L|R
IN03B083,L|R
IN03B084,L|R
IN03B085,L|R
IN03B086_a,L|R
IN03B086_b,L|R
IN03B086_c,L|R
IN03B086_d,L|R
IN03B086_e,L|R
IN03B088,L|R
IN03B089,L|R
IN03B090,L|R
IN03B091,L|R
IN03B092,L|R
IN04A002,L|R
IN04B001,L|R
IN04B002,L|R
IN04B004,L|R
IN04B005,L|R
IN04B006,L|R
IN04B007,L|R
IN04B008,L|R
IN04B009,L|R
IN04B010,L|R
IN04B011,L|R
IN04B012,L|R
IN04B013,L|R
IN04B014,L|R
IN04B015,L|R
IN04B016,L|R
IN04B017,L|R
IN04B018,L|R
IN04B019,L|R
IN04B020,L|R
IN04B022,L|R
IN04B024,L|R
IN04B025,L|R
IN04B026,L|R
IN04B027,L|R
IN04B028,L|R
IN04B029,L|R
IN04B030,L|R
IN04B031,L|R
IN04B032,L|R
IN04B033,L|R
IN04B034,L|R
IN04B035,L|R
IN04B036,L|R
IN04B037,L|R
IN04B038,L|R
IN04B039,L|R
IN04B041,L|R
IN04B042,L|R
IN04B043_a,L|R
IN04B043_b,L|R
IN04B044,L|R
IN04B046,L|R
IN04B047,L|R
IN04B048,L|R
IN04B049_a,L|R
IN04B049_b,L|R
IN04B049_c,L|R
IN04B050,L|R
IN04B052,L|R
IN04B053,L|R
IN04B054_a,L|R
IN04B054_b,L|R
IN04B054_c,L|R
IN04B055,L|R
IN04B056,L|R
IN04B057,L|R
IN04B058,L|R
IN04B059,L|R
IN04B060,L|R
IN04B061,L|R
IN04B062,L|R
IN04B063,L|R
IN04B064,L|R
IN04B066,L|R
IN04B067,L|R
IN04B068,L|R
IN04B069,L|R
IN04B070,L|R
IN04B071,L|R
IN04B072,L|R
IN04B073,L|R
IN04B074,L|R
IN04B075,L|R
IN04B076,L|R
IN04B077,L|R
IN04B078,L|R
IN04B079,L|R
IN04B080,L|R
IN04B081,L|R
IN04B083,L|R
IN04B084,L|R
IN04B085,L|R
IN04B086,L|R
IN04B087,L|R
IN04B088,L|R
IN04B089,L|R
IN04B090,L|R
IN04B091,L|R
IN04B092,L|R
IN04B094,L|R
IN04B095,L|R
IN04B096,L|R
IN04B097,L|R
IN04B098,L|R
IN04B099,L|R
IN04B100,L|R
IN04B101,L|R
IN04B102,L|R
IN04B103,L|R
IN04B104,L|R
IN04B105,L|R
IN04B106,L|R
IN04B107,L|R
IN04B108,L|R
IN04B110,L|R
IN04B111,L|R
IN04B112,L|R
IN04B113, IN04B114,L|R
IN04B115,L|R
IN05B001,L|R
IN05B002,L|R
IN05B003,L|R
IN05B005,L|R
IN05B008,L|R
IN05B010,L|R
IN05B011a,L|R
IN05B011b,L|R
IN05B012,L|R
IN05B013,L|R
IN05B016,L|R
IN05B017,L|R
IN05B018,L|R
IN05B019,L|R
IN05B020,L|R
IN05B021,L|R
IN05B022,L|R
IN05B024,L|R
IN05B028,L|R
IN05B030,L|R
IN05B031,L|R
IN05B032,L|R
IN05B033,L|R
IN05B034,L|R
IN05B036,L|R
IN05B037,L|R
IN05B038,L|R
IN05B039,L|R
IN05B041,L|R
IN05B042,L|R
IN05B043,L|R
IN05B061,L|R
IN05B064_a,L|R
IN05B064_b,L|R
IN05B065,L|R
IN05B066,L|R
IN05B070,L|R
IN05B072_a,L|R
IN05B072_b,L|R
IN05B073,L|R
IN05B074,L|R
IN05B075,L|R
IN05B084,L|R
IN05B086,L|R
IN05B087,L|R
IN05B088,L|R
IN05B089,L|R
IN05B090,L|R
IN05B091,L|R
IN05B092,L|R
IN05B093,L|R
IN05B094,L|R
IN06A002,L|R
IN06A003,L|R
IN06A004,L|R
IN06A005,L|R
IN06A006,L|R
IN06A008,L|R
IN06A009,L|R
IN06A011,L|R
IN06A012,L|R
IN06A013,L|R
IN06A014,L|R
IN06A016,L|R
IN06A018,L|R
IN06A019,L|R
IN06A020,L|R
IN06A021,L|R
IN06A022,L|R
IN06A023,L|R
IN06A024,L|R
IN06A025,L|R
IN06A028,L|R
IN06A031,L|R
IN06A032,L|R
IN06A033,L|R
IN06A034,L|R
IN06A035,L|R
IN06A036,L|R
IN06A037,L|R
IN06A038,L|R
IN06A039,L|R
IN06A040,L|R
IN06A042,L|R
IN06A043,L|R
IN06A044,L|R
IN06A045,L|R
IN06A046,L|R
IN06A047,L|R
IN06A048,L|R
IN06A049,L|R
IN06A050,L|R
IN06A051,L|R
IN06A052,L|R
IN06A054,L|R
IN06A055,L|R
IN06A056,L|R
IN06A057,L|R
IN06A058,L|R
IN06A059,L|R
IN06A061,L|R
IN06A063,L|R
IN06A064,L|R
IN06A065,L|R
IN06A066,L|R
IN06A067_a,L|R
IN06A067_b,L|R
IN06A067_c,L|R
IN06A067_d,L|R
IN06A067_e,L|R
IN06A069,L|R
IN06A070,L|R
IN06A071,L|R
IN06A072,L|R
IN06A073,L|R
IN06A074,L|R
IN06A075,L|R
IN06A076_a,L|R
IN06A076_b,L|R
IN06A076_c,L|R
IN06A077,L|R
IN06A078,L|R
IN06A079,L|R
IN06A081,L|R
IN06A082,L|R
IN06A083,L|R
IN06A084,L|R
IN06A085,L|R
IN06A086,L|R
IN06A087,L|R
IN06A088,L|R
IN06A089,L|R
IN06A090,L|R
IN06A091,L|R
IN06A093,L|R
IN06A094,L|R
IN06A096,L|R
IN06A097,L|R
IN06A098,L|R
IN06A099,L|R
IN06A100,L|R
IN06A101,L|R
IN06A102,L|R
IN06A103,L|R
IN06A104,L|R
IN06A105,L|R
IN06A106,L|R
IN06A107,L|R
IN06A108,L|R
IN06A109,L|R
IN06A110,L|R
IN06A111,L|R
IN06A113,L|R
IN06A114,L|R
IN06A115,L|R
IN06A116,L|R
IN06A117,L|R
IN06A119,L|R
IN06A120_a,L|R
IN06A120_b,L|R
IN06A120_c,L|R
IN06A121,L|R
IN06A122,L|R
IN06A123,L|R
IN06A124,L|R
IN06A125,L|R
IN06A126,IN06A137,L|R
IN06A127,L|R
IN06A128,L|R
IN06A129,L|R
IN06A132,L|R
IN06A135,L|R
IN06A136,L|R
IN06A137,L|R
IN06A138,L|R
IN06A139,L|R
IN06A140,L|R
IN06B003,L|R
IN06B006,L|R
IN06B008,L|R
IN06B012,L|R
IN06B013,L|R
IN06B014,L|R
IN06B015,L|R
IN06B016,L|R
IN06B017,L|R
IN06B018,L|R
IN06B019,L|R
IN06B020,L|R
IN06B022,L|R
IN06B024,L|R
IN06B025,L|R
IN06B027,L|R
IN06B028,L|R
IN06B029,L|R
IN06B030,L|R
IN06B032,L|R
IN06B033,L|R
IN06B035,L|R
IN06B036,L|R
IN06B038,L|R
IN06B040,L|R
IN06B042,L|R
IN06B043,L|R
IN06B047,L|R
IN06B049,L|R
IN06B050,L|R
IN06B052,L|R
IN06B053,L|R
IN06B054,L|R
IN06B055,L|R
IN06B056,L|R
IN06B058,L|R
IN06B059,L|R
IN06B061,L|R
IN06B062,L|R
IN06B063,L|R
IN06B064,L|R
IN06B065,L|R
IN06B066,L|R
IN06B067,L|R
IN06B069,L|R
IN06B070,L|R
IN06B071,L|R
IN06B072,L|R
IN06B073,L|R
IN06B074,L|R
IN06B076,L|R
IN06B077,L|R
IN06B078,L|R
IN06B079,L|R
IN06B080,L|R
IN06B081,L|R
IN06B082,L|R
IN06B083,L|R
IN06B085,L|R
IN06B086,L|R
IN06B087,L|R
IN06B088,L|R
IN07B001,L|R
IN07B002,L|R
IN07B006,L|R
IN07B007,L|R
IN07B008,L|R
IN07B009,L|R
IN07B010,L|R
IN07B012,L|R
IN07B013,L|R
IN07B014,L|R
IN07B016,L|R
IN07B019,L|R
IN07B020,L|R
IN07B022,L|R
IN07B023,L|R
IN07B026,L|R
IN07B027,L|R
IN07B028,L|R
IN07B029,L|R
IN07B030,L|R
IN07B031,L|R
IN07B032,L|R
IN07B033,L|R
IN07B034,L|R
IN07B038,L|R
IN07B039,L|R
IN07B044,L|R
IN07B045,L|R
IN07B047,L|R
IN07B048,L|R
IN07B051,L|R
IN07B053,L|R
IN07B054,L|R
IN07B055,L|R
IN07B058,L|R
IN07B059,L|R
IN07B061,L|R
IN07B063,L|R
IN07B064,L|R
IN07B065,L|R
IN07B066,L|R
IN07B067,L|R
IN07B068,L|R
IN07B073_a,L|R
IN07B073_b,L|R
IN07B073_c,L|R
IN07B073_d,L|R
IN07B073_e,L|R
IN07B074,L|R
IN07B075,L|R
IN07B076_a,L|R
IN07B076_b,L|R
IN07B076_c,L|R
IN07B076_d,L|R
IN07B077,L|R
IN07B079,L|R
IN07B080,L|R
IN07B081,L|R
IN07B083_a,L|R
IN07B083_b,L|R
IN07B083_c,L|R
IN07B083_d,L|R
IN07B084,L|R
IN07B086,L|R
IN07B087,L|R
IN07B090,L|R
IN07B092_a,L|R
IN07B092_b,L|R
IN07B092_c,L|R
IN07B092_d,L|R
IN07B092_e,L|R
IN07B094_a,L|R
IN07B094_b,L|R
IN07B096_a,L|R
IN07B096_b,L|R
IN07B096_c,L|R
IN07B096_d,L|R
IN07B098,L|R
IN07B099,L|R
IN07B100,L|R
IN07B102,L|R
IN07B103,L|R
IN07B104,L|R
IN08A002,L|R
IN08A003,L|R
IN08A005,L|R
IN08A006,L|R
IN08A007,L|R
IN08A008,L|R
IN08A010,L|R
IN08A011,L|R
IN08A012,L|R
IN08A016,L|R
IN08A017,L|R
IN08A019,L|R
IN08A021,L|R
IN08A022,L|R
IN08A023,L|R
IN08A024,L|R
IN08A025,L|R
IN08A026,L|R
IN08A026,IN08A033,L|R
IN08A027,L|R
IN08A028,L|R
IN08A029,L|R
IN08A030,L|R
IN08A031,L|R
IN08A032,L|R
IN08A034,L|R
IN08A035,L|R
IN08A036,L|R
IN08A037,L|R
IN08A038,L|R
IN08A039,L|R
IN08A040,L|R
IN08A041,L|R
IN08A042,L|R
IN08A043,L|R
IN08A044,L|R
IN08A045,L|R
IN08A046,L|R
IN08A047,L|R
IN08A048,L|R
IN08A049,L|R
IN08A050,L|R
IN08B001,L|R
IN08B003,L|R
IN08B004,L|R
IN08B006,L|R
IN08B008,L|R
IN08B017,L|R
IN08B019,L|R
IN08B021,L|R
IN08B029,L|R
IN08B030,L|R
IN08B033,L|R
IN08B035,L|R
IN08B036,L|R
IN08B037,L|R
IN08B038,L|R
IN08B040,L|R
IN08B042,L|R
IN08B045,L|R
IN08B046,L|R
IN08B051_a,L|R
IN08B051_b,L|R
IN08B051_c,L|R
IN08B051_d,L|R
IN08B051_e,L|R
IN08B052,L|R
IN08B054,L|R
IN08B055,L|R
IN08B056,L|R
IN08B058,L|R
IN08B060,L|R
IN08B062,L|R
IN08B063,L|R
IN08B064,L|R
IN08B065,L|R
IN08B067,L|R
IN08B068,L|R
IN08B070_a,L|R
IN08B070_b,L|R
IN08B072,L|R
IN08B073,L|R
IN08B075,L|R
IN08B076,L|R
IN08B077,L|R
IN08B078,L|R
IN08B080,L|R
IN08B082,L|R
IN08B083_a,L|R
IN08B083_b,L|R
IN08B083_c,L|R
IN08B083_d,L|R
IN08B085_a,L|R
IN08B087,L|R
IN08B088,L|R
IN08B090,L|R
IN08B091,L|R
IN08B092,L|R
IN08B093,L|R
IN08B104,L|R
IN08B108,L|R
IN09A001,L|R
IN09A002,L|R
IN09A003,L|R
IN09A004,L|R
IN09A005,L|R
IN09A006,L|R
IN09A007,L|R
IN09A009,L|R
IN09A010,L|R
IN09A011,L|R
IN09A012,L|R
IN09A013,L|R
IN09A014,L|R
IN09A015,L|R
IN09A016,L|R
IN09A017,L|R
IN09A018,L|R
IN09A019,L|R
IN09A020,L|R
IN09A021,L|R
IN09A022,L|R
IN09A023,L|R
IN09A024,L|R
IN09A025, IN09A026,L|R
IN09A026,L|R
IN09A027,L|R
IN09A028,L|R
IN09A029,L|R
IN09A030,L|R
IN09A031,L|R
IN09A032,L|R
IN09A033,L|R
IN09A034,L|R
IN09A035,L|R
IN09A037,L|R
IN09A038,L|R
IN09A039,L|R
IN09A041,L|R
IN09A042,L|R
IN09A043,L|R
IN09A044,L|R
IN09A045,L|R
IN09A046,L|R
IN09A047,L|R
IN09A048,L|R
IN09A049,L|R
IN09A050,L|R
IN09A051,L|R
IN09A052,L|R
IN09A053,L|R
IN09A054,L|R
IN09A055,L|R
IN09A056,L|R
IN09A056,IN09A072,L|R
IN09A057,L|R
IN09A058,L|R
IN09A059,L|R
IN09A060,L|R
IN09A061,L|R
IN09A062,L|R
IN09A063,L|R
IN09A064,L|R
IN09A065,L|R
IN09A066,L|R
IN09A067,L|R
IN09A068,L|R
IN09A069,L|R
IN09A070,L|R
IN09A071,L|R
IN09A073,L|R
IN09A074,L|R
IN09A075,L|R
IN09A076,L|R
IN09A077,L|R
IN09A078,L|R
IN09A079,L|R
IN09A080, IN09A085,L|R
IN09A081,L|R
IN09A082,L|R
IN09A083,L|R
IN09A086,L|R
IN09A087,L|R
IN09A088,L|R
IN09A089,L|R
IN09A090,L|R
IN09A091,L|R
IN09A092,L|R
IN09A093,L|R
IN09A094,L|R
IN09A095,L|R
IN09A096,L|R
IN09B005,L|R
IN09B006,L|R
IN09B008,L|R
IN09B014,L|R
IN09B018,L|R
IN09B022,L|R
IN09B038,L|R
IN09B043,L|R
IN09B044,L|R
IN09B045,L|R
IN09B046,L|R
IN09B047,L|R
IN09B048,L|R
IN09B049,L|R
IN09B050,L|R
IN09B052_a,L|R
IN09B052_b,L|R
IN09B053,L|R
IN09B054,L|R
IN09B055,L|R
IN09B058,L|R
IN10B001,L|R
IN10B002,L|R
IN10B003,L|R
IN10B004,L|R
IN10B006,L|R
IN10B007,L|R
IN10B010,L|R
IN10B011,L|R
IN10B012,L|R
IN10B013,L|R
IN10B014,L|R
IN10B015,L|R
IN10B016,L|R
IN10B023,L|R
IN10B028,L|R
IN10B030,L|R
IN10B031,L|R
IN10B032,L|R
IN10B033,L|R
IN10B036,L|R
IN10B038,L|R
IN10B040,L|R
IN10B041,L|R
IN10B042,L|R
IN10B043,L|R
IN10B044,L|R
IN10B050,L|R
IN10B052,L|R
IN10B054,L|R
IN10B055,L|R
IN10B057,L|R
IN10B058,L|R
IN10B059,L|R
IN11A001,L|R
IN11A002,L|R
IN11A003,L|R
IN11A004,L|R
IN11A005,L|R
IN11A006,L|R
IN11A007,L|R
IN11A008,L|R
IN11A010,L|R
IN11A011,L|R
IN11A012,L|R
IN11A013,L|R
IN11A014,L|R
IN11A015, IN11A027,L|R
IN11A016,L|R
IN11A017,L|R
IN11A018,L|R
IN11A019,L|R
IN11A020,L|R
IN11A021,L|R
IN11A022,L|R
IN11A025,L|R
IN11A026,L|R
IN11A027_a,L|R
IN11A027_b,L|R
IN11A027_c,L|R
IN11A028,L|R
IN11A030,L|R
IN11A031,L|R
IN11A032_a,L|R
IN11A032_b,L|R
IN11A032_c,L|R
